time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-15T00:06:29.350Z,37.2975,-97.9209,3.83,2.3,mb_lg,,76,0.061,1.19,us,us1000jg31,2019-03-15T02:03:33.353Z,"9km E of Harper, Kansas",earthquake,1.7,2.4,0.12,19,reviewed,us,us
2019-03-14T23:34:22.680Z,38.7808342,-122.7481689,0.38,1.56,md,18,66,0.009261,0.06,nc,nc73152146,2019-03-15T03:52:03.334Z,"1km ENE of The Geysers, CA",earthquake,0.21,0.63,0.16,6,automatic,nc,nc
2019-03-14T23:29:20.503Z,38.5682,-118.532,7.9,0.5,ml,4,191.02,0.061,0.1247,nn,nn00679996,2019-03-14T23:44:59.236Z,"9km ENE of Hawthorne, Nevada",earthquake,,5.7,0,1,reviewed,nn,nn
2019-03-14T23:26:39.766Z,64.9821,-147.3716,0.6,1.4,ml,,,,0.61,ak,ak0193d42yne,2019-03-14T23:36:45.727Z,"21km NNE of Badger, Alaska",explosion,,0.5,,,automatic,ak,ak
2019-03-14T23:18:15.978Z,38.5619,-118.5093,6.7,0.2,ml,4,171.89,0.067,0.0631,nn,nn00679995,2019-03-14T23:38:49.470Z,"10km ENE of Hawthorne, Nevada",earthquake,,9.5,0.41,2,reviewed,nn,nn
2019-03-14T23:18:14.950Z,36.0078333,-117.807,1.87,0.28,ml,9,121,0.03802,0.04,ci,ci38269391,2019-03-14T23:33:30.299Z,"12km NE of Little Lake, CA",earthquake,0.15,31.61,0.276,3,reviewed,ci,ci
2019-03-14T23:16:49.710Z,38.8305016,-122.8088303,1.65,0.45,md,16,86,0.01646,0.04,nc,nc73152136,2019-03-14T23:18:25.600Z,"8km NW of The Geysers, CA",earthquake,0.27,0.5,0.11,4,automatic,nc,nc
2019-03-14T23:14:51.650Z,38.793335,-122.7835007,1.59,0.43,md,9,142,0.003455,0.03,nc,nc73152131,2019-03-14T23:16:25.669Z,"3km NW of The Geysers, CA",earthquake,0.46,0.66,0.12,2,automatic,nc,nc
2019-03-14T23:10:47.140Z,51.3892,-178.5457,61.73,3.8,mb,,268,0.398,0.97,us,us1000jg2h,2019-03-15T01:48:35.040Z,"41km ENE of Amatignak Island, Alaska",earthquake,8,12.8,0.169,9,reviewed,us,us
2019-03-14T23:07:43.160Z,19.3091667,-155.209,5.84,0.79,md,16,101,0.03147,0.06,hv,hv70865437,2019-03-15T00:30:55.060Z,"13km SSE of Volcano, Hawaii",earthquake,0.39,1.11,0.048,8,reviewed,hv,hv
2019-03-14T23:02:47.890Z,9.6451,126.2397,44.57,4.6,mb,,110,2.641,0.65,us,us1000jg21,2019-03-15T01:47:23.040Z,"17km SSE of General Luna, Philippines",earthquake,5.8,7.9,0.074,55,reviewed,us,us
2019-03-14T23:02:28.950Z,38.7938347,-122.783165,1.76,0.43,md,11,90,0.003772,0.04,nc,nc73152126,2019-03-14T23:04:05.641Z,"3km NW of The Geysers, CA",earthquake,0.31,0.65,0.12,2,automatic,nc,nc
2019-03-14T22:57:34.060Z,19.4058342,-155.2814941,0,1.7,md,18,39,0.01202,0.09,hv,hv70865412,2019-03-14T23:00:47.370Z,"5km WSW of Volcano, Hawaii",earthquake,0.13,0.21,0.39,15,automatic,hv,hv
2019-03-14T22:57:28.950Z,38.7938347,-122.7868347,1.32,0.86,md,9,130,0.00107,0.03,nc,nc73152121,2019-03-14T23:50:02.989Z,"3km NW of The Geysers, CA",earthquake,0.33,0.73,0.03,2,automatic,nc,nc
2019-03-14T22:49:58.490Z,17.9578,-66.1555,16,1.58,md,5,207,0.0493,0.09,pr,pr2019073019,2019-03-15T00:11:29.907Z,"1km ENE of Jobos, Puerto Rico",earthquake,0.69,0.47,0.42,4,reviewed,pr,pr
2019-03-14T22:48:10.526Z,38.7873,-117.0444,8.9,1.3,ml,7,230.48,0.117,0.374,nn,nn00679988,2019-03-14T22:55:44.328Z,"76km E of Gabbs, Nevada",explosion,,2.8,0.4,6,reviewed,nn,nn
2019-03-14T22:46:07.753Z,63.4549,-149.0213,7.3,1.4,ml,,,,0.71,ak,ak0193d3lqw7,2019-03-14T22:49:24.572Z,"7km NNW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-14T22:44:43.540Z,33.4991667,-116.797,2.33,0.46,ml,16,108,0.01346,0.1,ci,ci38269367,2019-03-14T22:55:11.285Z,"9km NE of Aguanga, CA",earthquake,0.19,0.18,0.11,5,reviewed,ci,ci
2019-03-14T22:43:17.590Z,38.8381653,-122.8303299,2.78,0.72,md,14,106,0.01547,0.05,nc,nc73152116,2019-03-14T23:26:03.831Z,"9km NW of The Geysers, CA",earthquake,0.34,0.94,0.21,2,automatic,nc,nc
2019-03-14T22:28:54.571Z,39.917,-120.0483,8.4,0.7,ml,4,182.63,0.174,0.1226,nn,nn00679992,2019-03-14T23:17:19.487Z,"27km NNW of Cold Springs, Nevada",earthquake,,6.7,0.32,3,reviewed,nn,nn
2019-03-14T22:24:17.360Z,33.0573333,-114.9791667,-0.2,1.34,ml,8,193,0.08488,0.25,ci,ci38269351,2019-03-14T22:41:17.619Z,"46km NNW of Los Algodones, B.C., MX",quarry blast,1.26,31.61,0.073,4,reviewed,ci,ci
2019-03-14T22:11:14.120Z,19.5028,-66.3583,76,3.21,md,8,312,1.2219,0.46,pr,pr2019073018,2019-03-15T02:08:39.040Z,"106km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,6.49,15.74,0.31,8,reviewed,pr,pr
2019-03-14T22:10:27.110Z,34.1606667,-116.5225,2.01,1.02,ml,18,60,0.1033,0.18,ci,ci38269319,2019-03-14T22:35:12.282Z,"10km WNW of Yucca Valley, CA",earthquake,0.32,0.61,0.099,15,reviewed,ci,ci
2019-03-14T22:01:46.160Z,33.487,-116.7903333,4.99,0.28,ml,13,214,0.02665,0.07,ci,ci38269303,2019-03-14T22:30:22.527Z,"8km NE of Aguanga, CA",earthquake,0.33,0.4,0.074,5,reviewed,ci,ci
2019-03-14T21:58:51.540Z,37.6221667,-118.8193333,1.31,0.57,md,9,191,0.02052,0.04,nc,nc73152111,2019-03-14T22:52:02.638Z,"14km WNW of Toms Place, CA",earthquake,0.46,0.99,0.3,9,reviewed,nc,nc
2019-03-14T21:54:25.981Z,65.4531,-148.1283,0,1.9,ml,,,,0.83,ak,ak0193d322fa,2019-03-14T21:58:04.252Z,"67km N of Ester, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-14T21:53:17.670Z,38.836,-122.7841667,2.58,0.23,md,18,68,0.005391,0.04,nc,nc73152106,2019-03-14T23:26:07.832Z,"6km WNW of Cobb, CA",earthquake,0.3,0.72,0.065,2,reviewed,nc,nc
2019-03-14T21:52:14.650Z,1.2427,126.4721,52.38,4.5,mb,,87,1.009,0.81,us,us1000jg00,2019-03-15T01:43:16.040Z,"111km WNW of Kota Ternate, Indonesia",earthquake,8.7,4,0.106,26,reviewed,us,us
2019-03-14T21:46:42.960Z,-2.9812,146.6233,10,4.7,mb,,64,1.191,0.73,us,us1000jfzf,2019-03-15T01:39:26.040Z,"128km SW of Lorengau, Papua New Guinea",earthquake,9,1.9,0.103,29,reviewed,us,us
2019-03-14T21:38:49.090Z,18.159,-66.8895,8,2.1,md,4,159,0.2315,0.09,pr,pr2019073017,2019-03-15T00:11:06.843Z,"9km W of Adjuntas, Puerto Rico",earthquake,0.53,10.92,0.13,4,reviewed,pr,pr
2019-03-14T21:32:03.840Z,33.4993333,-116.7956667,2.5,0.94,ml,26,68,0.01358,0.13,ci,ci38269247,2019-03-14T22:05:57.822Z,"9km NE of Aguanga, CA",earthquake,0.14,0.17,0.125,17,reviewed,ci,ci
2019-03-14T21:28:47.945Z,38.0464,-118.7323,8.9,0.8,ml,6,128.66,0.042,0.1536,nn,nn00679991,2019-03-14T23:11:09.093Z,"48km NNE of Mammoth Lakes, California",earthquake,,3.7,0.28,2,reviewed,nn,nn
2019-03-14T21:13:02.990Z,38.7953339,-122.7818298,-0.5,1.01,md,10,106,0.005222,0.05,nc,nc73152091,2019-03-14T21:34:03.189Z,"3km NW of The Geysers, CA",earthquake,0.31,1.85,0.18,3,automatic,nc,nc
2019-03-14T21:12:35.110Z,38.7941667,-122.7795,-0.5,2.49,md,41,72,0.006652,0.05,nc,nc73152086,2019-03-15T03:11:02.100Z,"3km NW of The Geysers, CA",earthquake,0.11,0.21,0.201,10,reviewed,nc,nc
2019-03-14T21:12:31.280Z,38.795,-122.7795,-0.16,1.17,md,31,72,0.006825,0.05,nc,nc73152096,2019-03-15T02:56:04.021Z,"3km NW of The Geysers, CA",earthquake,0.11,0.24,0.285,7,reviewed,nc,nc
2019-03-14T21:12:23.430Z,19.3445,-155.2043333,5.4,0.76,md,25,68,0.03098,0.11,hv,hv70865287,2019-03-15T01:40:19.950Z,"10km SSE of Volcano, Hawaii",earthquake,0.34,0.78,0.054,7,reviewed,hv,hv
2019-03-14T21:08:10.980Z,39.7928333,-122.9065,5.96,1.6,md,21,102,0.1789,0.06,nc,nc73152081,2019-03-15T01:21:04.471Z,"22km NW of Alder Springs, CA",earthquake,0.25,1.4,0.231,20,reviewed,nc,nc
2019-03-14T20:52:34.220Z,33.4965,-116.7875,5.23,0.31,ml,12,112,0.0805,0.08,ci,ci38269183,2019-03-14T21:00:06.702Z,"9km NE of Aguanga, CA",earthquake,0.21,0.66,0.081,5,reviewed,ci,ci
2019-03-14T20:19:25.520Z,36.5406667,-121.1426667,7.72,1.12,md,16,108,0.04338,0.08,nc,nc73152071,2019-03-15T02:29:02.865Z,"1km N of Pinnacles, CA",earthquake,0.32,0.58,0.183,14,reviewed,nc,nc
2019-03-14T20:18:03.330Z,37.9585,-122.1201667,10.16,1.56,md,37,61,0.05545,0.07,nc,nc73152066,2019-03-15T01:47:04.625Z,"5km SW of Pacheco, CA",earthquake,0.19,0.34,0.238,24,reviewed,nc,nc
2019-03-14T20:14:36.930Z,38.2783333,-108.9011667,1.23,1.69,md,9,84,0.03042,0.12,uu,uu60316357,2019-03-14T21:09:26.094Z,"56km N of Dove Creek, Colorado",earthquake,0.43,0.47,0.135,4,reviewed,uu,uu
2019-03-14T20:08:48.716Z,60.9103,-151.0654,7.5,2.4,ml,,,,0.75,ak,ak0193d26tmx,2019-03-14T20:17:34.474Z,"27km NNE of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-14T20:06:07.080Z,38.8390007,-122.7826691,0.79,0.48,md,8,147,0.006023,0.01,nc,nc73152061,2019-03-14T20:27:04.823Z,"6km WNW of Cobb, CA",earthquake,0.39,0.58,0.06,2,automatic,nc,nc
2019-03-14T19:53:20.660Z,40.2956667,-120.67,2.72,1.79,md,10,157,0.2821,0.12,nc,nc73152056,2019-03-15T00:30:03.198Z,"12km SW of Johnstonville, CA",earthquake,0.66,9.13,0.069,8,reviewed,nc,nc
2019-03-14T19:47:22.270Z,39.0453333,-110.9625,16.94,1.76,ml,15,154,0.207,0.22,uu,uu60316347,2019-03-14T19:58:37.180Z,"15km ESE of Ferron, Utah",earthquake,0.64,0.98,0.123,3,reviewed,uu,uu
2019-03-14T19:45:45.220Z,39.052,-110.9588333,8.19,1.52,ml,12,152,0.2133,0.17,uu,uu60316342,2019-03-14T20:03:16.760Z,"15km ESE of Ferron, Utah",earthquake,0.88,3.62,0.059,3,reviewed,uu,uu
2019-03-14T19:44:25.710Z,34.63,-117.1251667,-0.88,1.47,ml,22,62,0.1823,0.25,ci,ci38269127,2019-03-14T20:12:47.848Z,"15km NNE of Apple Valley, CA",quarry blast,0.5,31.61,0.133,37,reviewed,ci,ci
2019-03-14T19:36:30.680Z,33.5063333,-116.771,2.83,0.99,ml,30,42,0.02525,0.12,ci,ci38269111,2019-03-14T20:00:28.910Z,"10km WSW of Anza, CA",earthquake,0.15,0.45,0.124,24,reviewed,ci,ci
2019-03-14T19:26:20.420Z,19.4173336,-155.2769928,0.3,1.8,md,16,71,0.006713,0.11,hv,hv70865142,2019-03-14T19:32:01.030Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.23,0.21,14,automatic,hv,hv
2019-03-14T19:22:38.079Z,61.4854,-149.8957,33.2,1.9,ml,,,,0.55,ak,ak0193d1od7z,2019-03-14T19:32:33.485Z,"5km SE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-14T19:13:51.489Z,62.2966,-149.0023,28.8,2,ml,,,,0.82,ak,ak0193d1mgto,2019-03-14T19:16:57.309Z,"46km ENE of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-14T19:03:08.930Z,33.6626667,-116.7618333,11.04,1.31,ml,47,32,0.06261,0.12,ci,ci38269063,2019-03-14T19:45:13.940Z,"10km SSW of Idyllwild, CA",earthquake,0.14,0.25,0.23,25,reviewed,ci,ci
2019-03-14T18:18:37.226Z,63.0825,-150.6206,118.6,1.8,ml,,,,0.24,ak,ak0193d122rz,2019-03-14T19:43:26.648Z,"88km NNW of Talkeetna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-03-14T17:50:10.053Z,36.7067,-116.2197,0,-0.1,ml,10,118.33,0.022,0.142,nn,nn00679981,2019-03-14T21:20:21.911Z,"53km ESE of Beatty, Nevada",earthquake,,0,0.44,5,reviewed,nn,nn
2019-03-14T17:44:32.450Z,66.2529,-157.2688,7,2.7,ml,,,,0.77,ak,ak0193d0m7ca,2019-03-15T01:47:09.769Z,"74km SSW of Kobuk, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-03-14T17:34:32.613Z,69.5648,-144.8641,0.8,2.3,ml,,,,1.08,ak,ak0193d0k2g2,2019-03-14T17:44:56.482Z,"79km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-14T17:29:57.830Z,33.1568333,-115.9718333,7.52,1.93,ml,82,33,0.1235,0.19,ci,ci38268959,2019-03-14T18:31:46.000Z,"15km E of Ocotillo Wells, CA",earthquake,0.13,0.5,0.156,25,reviewed,ci,ci
2019-03-14T17:28:55.390Z,5.3294,94.2146,35,4.6,mb,,179,2.723,1,us,us1000jfqx,2019-03-14T20:49:33.040Z,"125km WSW of Banda Aceh, Indonesia",earthquake,10.6,2,0.084,42,reviewed,us,us
2019-03-14T17:11:26.880Z,36.0498333,-118.01,4.5,0.38,ml,9,265,0.1057,0.08,ci,ci38268943,2019-03-14T18:00:37.859Z,"6km W of Coso Junction, CA",earthquake,0.39,0.43,0.079,3,reviewed,ci,ci
2019-03-14T17:11:23.149Z,61.3828,-149.9292,38.7,1.7,ml,,,,0.53,ak,ak0193d0f3zu,2019-03-14T17:14:44.755Z,"15km S of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-03-14T17:06:40.288Z,53.8562,-166.5118,10.1,1,ml,,,,0.51,ak,ak0193d0e2v0,2019-03-14T19:30:22.512Z,"2km SE of Unalaska, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-03-14T16:55:36.140Z,36.0228333,-117.7995,1.68,1.03,ml,12,133,0.02786,0.1,ci,ci38268935,2019-03-14T17:58:04.924Z,"14km NE of Little Lake, CA",earthquake,0.21,0.24,0.169,9,reviewed,ci,ci
2019-03-14T16:53:20.570Z,33.725,-116.8271667,16.26,0.91,ml,23,79,0.08901,0.09,ci,ci38268927,2019-03-14T17:55:32.003Z,"7km ESE of Valle Vista, CA",earthquake,0.27,0.31,0.13,13,reviewed,ci,ci
2019-03-14T16:48:35.149Z,62.081,-149.619,57,1.8,ml,,,,0.44,ak,ak0193d01mt7,2019-03-14T16:53:00.065Z,"15km SE of Y, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-14T16:42:53.520Z,38.8083344,-122.8241653,1.07,0.56,md,11,120,0.003952,0.07,nc,nc73152036,2019-03-14T19:01:04.324Z,"7km WNW of The Geysers, CA",earthquake,0.35,0.81,,1,automatic,nc,nc
2019-03-14T16:42:21.414Z,36.3761,-116.934,11.9,0.5,ml,8,258.87,0.107,0.1743,nn,nn00679971,2019-03-14T19:32:45.234Z,"61km SSW of Beatty, Nevada",earthquake,,2.1,0.28,2,reviewed,nn,nn
2019-03-14T16:32:13.940Z,40.4083333,-124.2595,27.52,2.16,md,18,111,0.08598,0.09,nc,nc73152031,2019-03-15T03:26:03.189Z,"10km NNE of Petrolia, CA",earthquake,0.49,0.57,0.315,20,reviewed,nc,nc
2019-03-14T16:21:25.430Z,36.126,-117.7021667,2.02,1.58,ml,21,50,0.07174,0.14,ci,ci38268863,2019-03-14T17:51:21.490Z,"24km ENE of Coso Junction, CA",earthquake,0.18,0.31,0.121,21,reviewed,ci,ci
2019-03-14T16:13:04.683Z,38.5836,-118.504,8.9,-0.1,ml,4,201.32,0.047,0.1537,nn,nn00679969,2019-03-14T19:23:30.039Z,"12km ENE of Hawthorne, Nevada",earthquake,,6.8,0,1,reviewed,nn,nn
2019-03-14T15:58:53.150Z,18.0911,-66.8926,20,2.08,md,9,92,0.1168,0.22,pr,pr2019073016,2019-03-14T18:32:33.280Z,"5km NNE of Lluveras, Puerto Rico",earthquake,0.73,1.86,0.2,8,reviewed,pr,pr
2019-03-14T15:47:45.680Z,46.146,-119.186666666667,-0.2,2.09,ml,16,160,,0.12,uw,uw61514012,2019-03-14T17:40:17.959Z,"5km WNW of Highland, Washington",explosion,0.4,31.61,0.173388830652614,12,reviewed,uw,uw
2019-03-14T15:39:41.976Z,38.0579,-120.4521,6.1,1.7,ml,6,220.28,0.057,0.2227,nn,nn00679945,2019-03-14T17:04:38.099Z,"5km WNW of Columbia, California",earthquake,,3.8,0.07,3,reviewed,nn,nn
2019-03-14T15:23:29.480Z,35.4215,-120.7176667,3.09,1.68,md,42,81,0.03006,0.08,nc,nc73152026,2019-03-15T02:04:03.713Z,"9km SSW of Atascadero, CA",earthquake,0.19,0.49,0.258,28,reviewed,nc,nc
2019-03-14T15:21:08.100Z,38.8198318,-122.7965012,2.65,1.09,md,24,54,0.01118,0.03,nc,nc73152021,2019-03-14T15:51:04.216Z,"6km NW of The Geysers, CA",earthquake,0.22,0.43,0.07,5,automatic,nc,nc
2019-03-14T15:15:51.713Z,63.516,-147.405,24.3,1.3,ml,,,,1.01,ak,ak0193cz94ne,2019-03-14T19:27:00.865Z,"78km E of Cantwell, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2019-03-14T15:13:03.950Z,32.7378333,-117.378,14.8,1.43,ml,35,250,0.1153,0.14,ci,ci38268767,2019-03-14T17:38:57.756Z,"16km SW of La Jolla, CA",earthquake,0.29,0.4,0.186,18,reviewed,ci,ci
2019-03-14T15:09:48.730Z,-27.9085,-66.7764,165.98,4.8,mb,,32,2.35,1.18,us,us1000jfl5,2019-03-14T15:27:56.040Z,"38km SE of Belen, Argentina",earthquake,4,7.1,0.064,74,reviewed,us,us
2019-03-14T14:58:52.450Z,37.507,-118.7608333,4.5,0.93,md,18,158,0.09907,0.05,nc,nc73152016,2019-03-14T20:28:29.609Z,"9km SW of Toms Place, CA",earthquake,0.49,1.39,0.174,17,reviewed,nc,nc
2019-03-14T14:49:30.215Z,37.0021,-116.3962,9.9,0,ml,4,139.03,0.011,0.1104,nn,nn00679967,2019-03-14T19:17:19.435Z,"33km ENE of Beatty, Nevada",earthquake,,2.8,0.62,2,reviewed,nn,nn
2019-03-14T14:48:55.680Z,38.8216667,-122.7986679,2.35,0.93,md,14,57,0.009075,0.04,nc,nc73152011,2019-03-14T15:19:03.048Z,"6km NW of The Geysers, CA",earthquake,0.3,0.57,0.07,2,automatic,nc,nc
2019-03-14T14:44:56.220Z,33.1758333,-116.1283333,5.03,1.36,ml,50,68,0.03879,0.22,ci,ci38268735,2019-03-14T18:15:48.310Z,"4km N of Ocotillo Wells, CA",earthquake,0.21,0.43,0.156,26,reviewed,ci,ci
2019-03-14T14:16:42.932Z,63.8221,-149.1258,114.8,3.2,ml,,,,0.54,ak,ak0193cynx9p,2019-03-14T19:19:48.491Z,"8km WSW of Healy, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-03-14T14:15:54.840Z,18.1548,-67.445,108,2.8,md,3,318,0.4416,0.23,pr,pr2019073015,2019-03-14T17:53:16.134Z,"27km SW of Stella, Puerto Rico",earthquake,4.89,2.24,0.08,2,reviewed,pr,pr
2019-03-14T14:09:42.070Z,44.7831667,-110.8351667,4.8,0.82,ml,11,94,0.01208,0.15,uu,uu60316327,2019-03-14T14:17:55.560Z,"25km ENE of West Yellowstone, Montana",earthquake,0.44,0.57,0.297,3,reviewed,uu,uu
2019-03-14T14:05:41.314Z,50.1239,-179.8751,27.9,3.6,ml,,,,0.5,ak,ak0193cylp28,2019-03-14T19:14:16.230Z,"137km SSW of Amatignak Island, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2019-03-14T14:01:21.210Z,37.4865,-113.8661667,8.15,1.64,md,8,151,0.02574,0.12,uu,uu60316322,2019-03-14T14:27:48.110Z,"16km SW of Enterprise, Utah",earthquake,0.59,0.43,0.156,5,reviewed,uu,uu
2019-03-14T14:00:23.070Z,44.1181666666667,-121.340833333333,3.47,1.06,ml,6,335,,1.45,uw,uw61514007,2019-03-14T17:35:12.470Z,"6km NNW of Bend, Oregon",explosion,27.65,31.61,0.0625773783962889,4,reviewed,uw,uw
2019-03-14T13:59:59.030Z,44.7815,-110.8305,4.29,1.06,ml,12,92,0.0158,0.14,uu,uu60316317,2019-03-14T14:23:05.860Z,"25km ENE of West Yellowstone, Montana",earthquake,0.31,0.61,0.222,3,reviewed,uu,uu
2019-03-14T13:53:42.130Z,40.748,-111.967,2.87,0.94,md,9,73,0.02182,0.17,uu,uu60316312,2019-03-14T15:44:48.050Z,"6km WSW of Salt Lake City, Utah",earthquake,0.63,1.49,0.47,5,reviewed,uu,uu
2019-03-14T13:44:51.490Z,37.5078333,-113.8413333,7,2.67,ml,15,69,0.04759,0.18,uu,uu60316307,2019-03-15T05:17:30.820Z,"13km SW of Enterprise, Utah",earthquake,0.45,0.78,0.122,6,reviewed,uu,uu
2019-03-14T13:43:01.950Z,37.5081667,-113.8398333,6.37,2.38,md,12,68,0.04824,0.18,uu,uu60316302,2019-03-14T14:25:43.260Z,"12km SW of Enterprise, Utah",earthquake,0.48,0.73,0.085,7,reviewed,uu,uu
2019-03-14T13:34:04.790Z,38.8143349,-122.8216629,3.1,0.56,md,11,92,0.0128,0.04,nc,nc73152006,2019-03-14T14:34:02.781Z,"7km NW of The Geysers, CA",earthquake,0.44,0.94,,1,automatic,nc,nc
2019-03-14T13:27:59.876Z,62.7607,-149.0026,52.8,2.3,ml,,,,0.52,ak,ak0193cy4vur,2019-03-14T13:38:00.230Z,"70km S of Cantwell, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-03-14T13:10:46.950Z,39.0543333,-110.96,16.06,1.89,ml,20,118,0.2141,0.24,uu,uu60316297,2019-03-14T15:30:23.950Z,"15km ESE of Ferron, Utah",earthquake,0.72,0.89,0.125,3,reviewed,uu,uu
2019-03-14T12:56:31.914Z,59.9319,-141.5672,1.2,2.3,ml,,,,0.82,ak,ak0193cxplvb,2019-03-14T13:00:01.098Z,"50km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-14T12:55:11.620Z,38.8358345,-122.8095016,2.36,0.56,md,10,93,0.01243,0.03,nc,nc73152001,2019-03-14T14:08:03.633Z,"8km WNW of Cobb, CA",earthquake,0.35,1.14,,1,automatic,nc,nc
2019-03-14T12:37:25.183Z,38.5088,-118.3758,8.1,0.6,ml,5,157.5,0.08,0.0861,nn,nn00679966,2019-03-14T19:14:13.429Z,"21km E of Hawthorne, Nevada",earthquake,,4,0.2,2,reviewed,nn,nn
2019-03-14T12:31:10.200Z,33.504,-116.7683333,2.42,1.05,ml,41,63,0.02802,0.19,ci,ci38268591,2019-03-14T13:18:13.530Z,"10km WSW of Anza, CA",earthquake,0.19,0.31,0.11,26,reviewed,ci,ci
